"data","codice_regione","denominazione_regione","lat","long","nuovi_casi","casi_totali","tipo_infezione"
2013-09-05,8,"Emilia-Romagna",44.49436681,11.3417208,12,12,"neuroinvasiva"
2013-09-05,8,"Emilia-Romagna",44.49436681,11.3417208,10,10,"febbre"
2013-09-05,3,"Lombardia",45.46679409,9.190347404,4,4,"neuroinvasiva"
2013-09-05,5,"Veneto",45.43490485,12.33845213,5,5,"neuroinvasiva"
2013-09-05,5,"Veneto",45.43490485,12.33845213,4,4,"febbre"
2013-09-12,8,"Emilia-Romagna",44.49436681,11.3417208,1,13,"neuroinvasiva"
2013-09-12,8,"Emilia-Romagna",44.49436681,11.3417208,0,10,"febbre"
2013-09-12,3,"Lombardia",45.46679409,9.190347404,0,4,"neuroinvasiva"
2013-09-12,5,"Veneto",45.43490485,12.33845213,1,6,"neuroinvasiva"
2013-09-12,5,"Veneto",45.43490485,12.33845213,5,9,"febbre"
2013-09-19,8,"Emilia-Romagna",44.49436681,11.3417208,0,13,"neuroinvasiva"
2013-09-19,8,"Emilia-Romagna",44.49436681,11.3417208,3,13,"febbre"
2013-09-19,3,"Lombardia",45.46679409,9.190347404,1,5,"neuroinvasiva"
2013-09-19,5,"Veneto",45.43490485,12.33845213,0,6,"neuroinvasiva"
2013-09-19,5,"Veneto",45.43490485,12.33845213,0,9,"febbre"
2013-09-26,8,"Emilia-Romagna",44.49436681,11.3417208,2,15,"neuroinvasiva"
2013-09-26,8,"Emilia-Romagna",44.49436681,11.3417208,2,15,"febbre"
2013-09-26,3,"Lombardia",45.46679409,9.190347404,2,7,"neuroinvasiva"
2013-09-26,3,"Lombardia",45.46679409,9.190347404,1,1,"febbre"
2013-09-26,5,"Veneto",45.43490485,12.33845213,5,11,"neuroinvasiva"
2013-09-26,5,"Veneto",45.43490485,12.33845213,2,11,"febbre"
2013-10-03,8,"Emilia-Romagna",44.49436681,11.3417208,1,16,"neuroinvasiva"
2013-10-03,8,"Emilia-Romagna",44.49436681,11.3417208,0,15,"febbre"
2013-10-03,3,"Lombardia",45.46679409,9.190347404,0,7,"neuroinvasiva"
2013-10-03,3,"Lombardia",45.46679409,9.190347404,0,1,"febbre"
2013-10-03,16,"Puglia",41.12559576,16.86736689,1,1,"neuroinvasiva"
2013-10-03,5,"Veneto",45.43490485,12.33845213,0,11,"neuroinvasiva"
2013-10-03,5,"Veneto",45.43490485,12.33845213,0,11,"febbre"
2013-10-10,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"neuroinvasiva"
