"data","codice_regione","denominazione_regione","lat","long","nuovi_casi","casi_totali","tipo_infezione"
2020-08-12,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"donatore_sangue"
2020-08-12,1,"Piemonte",45.0732745,7.680687483,1,1,"donatore_sangue"
2020-08-19,8,"Emilia-Romagna",44.49436681,11.3417208,2,2,"neuroinvasiva"
2020-08-19,8,"Emilia-Romagna",44.49436681,11.3417208,0,1,"donatore_sangue"
2020-08-19,3,"Lombardia",45.46679409,9.190347404,11,11,"neuroinvasiva"
2020-08-19,3,"Lombardia",45.46679409,9.190347404,3,3,"febbre"
2020-08-19,1,"Piemonte",45.0732745,7.680687483,1,1,"neuroinvasiva"
2020-08-19,1,"Piemonte",45.0732745,7.680687483,0,1,"donatore_sangue"
2020-08-26,8,"Emilia-Romagna",44.49436681,11.3417208,0,2,"neuroinvasiva"
2020-08-26,8,"Emilia-Romagna",44.49436681,11.3417208,0,1,"donatore_sangue"
2020-08-26,3,"Lombardia",45.46679409,9.190347404,2,13,"neuroinvasiva"
2020-08-26,3,"Lombardia",45.46679409,9.190347404,0,3,"febbre"
2020-08-26,3,"Lombardia",45.46679409,9.190347404,1,1,"donatore_sangue"
2020-08-26,1,"Piemonte",45.0732745,7.680687483,0,1,"neuroinvasiva"
2020-08-26,1,"Piemonte",45.0732745,7.680687483,0,1,"donatore_sangue"
2020-09-02,8,"Emilia-Romagna",44.49436681,11.3417208,1,3,"neuroinvasiva"
2020-09-02,8,"Emilia-Romagna",44.49436681,11.3417208,1,2,"donatore_sangue"
2020-09-02,3,"Lombardia",45.46679409,9.190347404,5,18,"neuroinvasiva"
2020-09-02,3,"Lombardia",45.46679409,9.190347404,0,3,"febbre"
2020-09-02,3,"Lombardia",45.46679409,9.190347404,0,1,"donatore_sangue"
2020-09-02,1,"Piemonte",45.0732745,7.680687483,0,1,"neuroinvasiva"
2020-09-02,1,"Piemonte",45.0732745,7.680687483,0,1,"donatore_sangue"
2020-09-09,8,"Emilia-Romagna",44.49436681,11.3417208,1,4,"neuroinvasiva"
2020-09-09,8,"Emilia-Romagna",44.49436681,11.3417208,0,2,"donatore_sangue"
2020-09-09,3,"Lombardia",45.46679409,9.190347404,2,20,"neuroinvasiva"
2020-09-09,3,"Lombardia",45.46679409,9.190347404,0,3,"febbre"
2020-09-09,3,"Lombardia",45.46679409,9.190347404,0,1,"donatore_sangue"
2020-09-09,1,"Piemonte",45.0732745,7.680687483,0,1,"neuroinvasiva"
2020-09-09,1,"Piemonte",45.0732745,7.680687483,0,1,"donatore_sangue"
2020-09-16,8,"Emilia-Romagna",44.49436681,11.3417208,1,5,"neuroinvasiva"
2020-09-16,8,"Emilia-Romagna",44.49436681,11.3417208,0,2,"donatore_sangue"
2020-09-16,3,"Lombardia",45.46679409,9.190347404,3,23,"neuroinvasiva"
2020-09-16,3,"Lombardia",45.46679409,9.190347404,0,3,"febbre"
2020-09-16,3,"Lombardia",45.46679409,9.190347404,1,2,"donatore_sangue"
2020-09-16,1,"Piemonte",45.0732745,7.680687483,2,3,"neuroinvasiva"
2020-09-16,1,"Piemonte",45.0732745,7.680687483,3,4,"donatore_sangue"
2020-09-23,8,"Emilia-Romagna",44.49436681,11.3417208,0,5,"neuroinvasiva"
2020-09-23,8,"Emilia-Romagna",44.49436681,11.3417208,0,2,"donatore_sangue"
2020-09-23,3,"Lombardia",45.46679409,9.190347404,1,24,"neuroinvasiva"
2020-09-23,3,"Lombardia",45.46679409,9.190347404,0,3,"febbre"
2020-09-23,3,"Lombardia",45.46679409,9.190347404,0,2,"donatore_sangue"
2020-09-23,1,"Piemonte",45.0732745,7.680687483,0,3,"neuroinvasiva"
2020-09-23,1,"Piemonte",45.0732745,7.680687483,0,4,"donatore_sangue"
2020-09-30,8,"Emilia-Romagna",44.49436681,11.3417208,0,5,"neuroinvasiva"
2020-09-30,8,"Emilia-Romagna",44.49436681,11.3417208,1,3,"donatore_sangue"
2020-09-30,3,"Lombardia",45.46679409,9.190347404,2,26,"neuroinvasiva"
2020-09-30,3,"Lombardia",45.46679409,9.190347404,0,3,"febbre"
2020-09-30,3,"Lombardia",45.46679409,9.190347404,4,6,"donatore_sangue"
2020-09-30,1,"Piemonte",45.0732745,7.680687483,1,4,"neuroinvasiva"
2020-09-30,1,"Piemonte",45.0732745,7.680687483,1,1,"febbre"
2020-09-30,1,"Piemonte",45.0732745,7.680687483,0,4,"donatore_sangue"
2020-09-30,5,"Veneto",45.43490485,12.33845213,2,2,"neuroinvasiva"
2020-10-07,8,"Emilia-Romagna",44.49436681,11.3417208,0,5,"neuroinvasiva"
2020-10-07,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"donatore_sangue"
2020-10-07,3,"Lombardia",45.46679409,9.190347404,2,28,"neuroinvasiva"
2020-10-07,3,"Lombardia",45.46679409,9.190347404,0,3,"febbre"
2020-10-07,3,"Lombardia",45.46679409,9.190347404,0,6,"donatore_sangue"
2020-10-07,1,"Piemonte",45.0732745,7.680687483,0,4,"neuroinvasiva"
2020-10-07,1,"Piemonte",45.0732745,7.680687483,0,1,"febbre"
2020-10-07,1,"Piemonte",45.0732745,7.680687483,0,4,"donatore_sangue"
2020-10-07,5,"Veneto",45.43490485,12.33845213,0,2,"neuroinvasiva"
2020-10-07,5,"Veneto",45.43490485,12.33845213,1,1,"febbre"
2020-10-14,8,"Emilia-Romagna",44.49436681,11.3417208,0,5,"neuroinvasiva"
2020-10-14,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"donatore_sangue"
2020-10-14,3,"Lombardia",45.46679409,9.190347404,4,32,"neuroinvasiva"
2020-10-14,3,"Lombardia",45.46679409,9.190347404,1,4,"febbre"
2020-10-14,3,"Lombardia",45.46679409,9.190347404,3,9,"donatore_sangue"
2020-10-14,1,"Piemonte",45.0732745,7.680687483,0,4,"neuroinvasiva"
2020-10-14,1,"Piemonte",45.0732745,7.680687483,0,1,"febbre"
2020-10-14,1,"Piemonte",45.0732745,7.680687483,0,4,"donatore_sangue"
2020-10-14,5,"Veneto",45.43490485,12.33845213,0,2,"neuroinvasiva"
2020-10-14,5,"Veneto",45.43490485,12.33845213,0,1,"febbre"
2020-10-21,8,"Emilia-Romagna",44.49436681,11.3417208,0,5,"neuroinvasiva"
2020-10-21,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"donatore_sangue"
2020-10-21,3,"Lombardia",45.46679409,9.190347404,2,34,"neuroinvasiva"
2020-10-21,3,"Lombardia",45.46679409,9.190347404,0,4,"febbre"
2020-10-21,3,"Lombardia",45.46679409,9.190347404,0,9,"donatore_sangue"
2020-10-21,1,"Piemonte",45.0732745,7.680687483,0,4,"neuroinvasiva"
2020-10-21,1,"Piemonte",45.0732745,7.680687483,0,1,"febbre"
2020-10-21,1,"Piemonte",45.0732745,7.680687483,0,4,"donatore_sangue"
2020-10-21,5,"Veneto",45.43490485,12.33845213,0,2,"neuroinvasiva"
2020-10-21,5,"Veneto",45.43490485,12.33845213,1,2,"febbre"
2020-10-28,8,"Emilia-Romagna",44.49436681,11.3417208,0,5,"neuroinvasiva"
2020-10-28,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"donatore_sangue"
