"data","codice_regione","denominazione_regione","lat","long","nuovi_casi","casi_totali","tipo_infezione"
2019-07-31,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"neuroinvasiva"
2019-08-07,8,"Emilia-Romagna",44.49436681,11.3417208,0,1,"neuroinvasiva"
2019-08-21,8,"Emilia-Romagna",44.49436681,11.3417208,2,3,"neuroinvasiva"
2019-08-21,1,"Piemonte",45.0732745,7.680687483,1,1,"neuroinvasiva"
2019-08-21,1,"Piemonte",45.0732745,7.680687483,1,1,"donatore_sangue"
2019-08-21,5,"Veneto",45.43490485,12.33845213,2,2,"neuroinvasiva"
2019-08-21,5,"Veneto",45.43490485,12.33845213,7,7,"febbre"
2019-08-28,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"neuroinvasiva"
2019-08-28,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"donatore_sangue"
2019-08-28,1,"Piemonte",45.0732745,7.680687483,0,1,"neuroinvasiva"
2019-08-28,1,"Piemonte",45.0732745,7.680687483,0,1,"donatore_sangue"
2019-08-28,5,"Veneto",45.43490485,12.33845213,0,2,"neuroinvasiva"
2019-08-28,5,"Veneto",45.43490485,12.33845213,0,7,"febbre"
2019-09-04,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"neuroinvasiva"
2019-09-04,8,"Emilia-Romagna",44.49436681,11.3417208,0,1,"donatore_sangue"
2019-09-04,1,"Piemonte",45.0732745,7.680687483,1,2,"neuroinvasiva"
2019-09-04,1,"Piemonte",45.0732745,7.680687483,1,2,"donatore_sangue"
2019-09-04,5,"Veneto",45.43490485,12.33845213,1,3,"neuroinvasiva"
2019-09-04,5,"Veneto",45.43490485,12.33845213,1,8,"febbre"
2019-09-11,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"neuroinvasiva"
2019-09-11,8,"Emilia-Romagna",44.49436681,11.3417208,0,1,"donatore_sangue"
2019-09-11,1,"Piemonte",45.0732745,7.680687483,0,2,"neuroinvasiva"
2019-09-11,1,"Piemonte",45.0732745,7.680687483,0,2,"donatore_sangue"
2019-09-11,5,"Veneto",45.43490485,12.33845213,6,9,"neuroinvasiva"
2019-09-11,5,"Veneto",45.43490485,12.33845213,1,9,"febbre"
2019-09-18,8,"Emilia-Romagna",44.49436681,11.3417208,1,4,"neuroinvasiva"
2019-09-18,8,"Emilia-Romagna",44.49436681,11.3417208,0,1,"donatore_sangue"
2019-09-18,6,"Friuli Venezia Giulia",45.6494354,13.76813649,1,1,"febbre"
2019-09-18,1,"Piemonte",45.0732745,7.680687483,2,4,"neuroinvasiva"
2019-09-18,1,"Piemonte",45.0732745,7.680687483,0,2,"donatore_sangue"
2019-09-18,5,"Veneto",45.43490485,12.33845213,0,9,"neuroinvasiva"
2019-09-18,5,"Veneto",45.43490485,12.33845213,0,9,"febbre"
2019-09-25,8,"Emilia-Romagna",44.49436681,11.3417208,0,4,"neuroinvasiva"
2019-09-25,8,"Emilia-Romagna",44.49436681,11.3417208,0,1,"donatore_sangue"
2019-09-25,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,1,"febbre"
2019-09-25,11,"Marche",43.61675973,13.5188753,1,1,"neuroinvasiva"
2019-09-25,1,"Piemonte",45.0732745,7.680687483,1,5,"neuroinvasiva"
2019-09-25,1,"Piemonte",45.0732745,7.680687483,1,1,"febbre"
2019-09-25,1,"Piemonte",45.0732745,7.680687483,1,3,"donatore_sangue"
2019-09-25,5,"Veneto",45.43490485,12.33845213,-2,7,"neuroinvasiva"
2019-09-25,5,"Veneto",45.43490485,12.33845213,5,14,"febbre"
2019-10-02,8,"Emilia-Romagna",44.49436681,11.3417208,0,4,"neuroinvasiva"
2019-10-02,8,"Emilia-Romagna",44.49436681,11.3417208,0,1,"donatore_sangue"
2019-10-02,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,1,"febbre"
2019-10-02,3,"Lombardia",45.46679409,9.190347404,1,1,"neuroinvasiva"
2019-10-02,11,"Marche",43.61675973,13.5188753,0,1,"neuroinvasiva"
2019-10-02,1,"Piemonte",45.0732745,7.680687483,1,6,"neuroinvasiva"
2019-10-02,1,"Piemonte",45.0732745,7.680687483,0,1,"febbre"
2019-10-02,1,"Piemonte",45.0732745,7.680687483,0,3,"donatore_sangue"
2019-10-02,5,"Veneto",45.43490485,12.33845213,0,7,"neuroinvasiva"
2019-10-02,5,"Veneto",45.43490485,12.33845213,2,16,"febbre"
2019-10-02,5,"Veneto",45.43490485,12.33845213,1,1,"donatore_sangue"
2019-10-09,8,"Emilia-Romagna",44.49436681,11.3417208,0,4,"neuroinvasiva"
2019-10-09,8,"Emilia-Romagna",44.49436681,11.3417208,0,1,"donatore_sangue"
2019-10-09,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,1,"febbre"
2019-10-09,3,"Lombardia",45.46679409,9.190347404,0,1,"neuroinvasiva"
2019-10-09,11,"Marche",43.61675973,13.5188753,0,1,"neuroinvasiva"
2019-10-09,1,"Piemonte",45.0732745,7.680687483,0,6,"neuroinvasiva"
2019-10-09,1,"Piemonte",45.0732745,7.680687483,0,1,"febbre"
2019-10-09,1,"Piemonte",45.0732745,7.680687483,0,3,"donatore_sangue"
2019-10-09,5,"Veneto",45.43490485,12.33845213,1,8,"neuroinvasiva"
2019-10-09,5,"Veneto",45.43490485,12.33845213,1,17,"febbre"
2019-10-09,5,"Veneto",45.43490485,12.33845213,0,1,"donatore_sangue"
2019-10-16,8,"Emilia-Romagna",44.49436681,11.3417208,0,4,"neuroinvasiva"
2019-10-16,8,"Emilia-Romagna",44.49436681,11.3417208,0,1,"donatore_sangue"
2019-10-16,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,1,"febbre"
2019-10-16,3,"Lombardia",45.46679409,9.190347404,0,1,"neuroinvasiva"
2019-10-16,11,"Marche",43.61675973,13.5188753,0,1,"neuroinvasiva"
2019-10-16,1,"Piemonte",45.0732745,7.680687483,0,6,"neuroinvasiva"
