"data","codice_regione","denominazione_regione","lat","long","nuovi_casi","casi_totali","tipo_infezione"
2014-09-02,8,"Emilia-Romagna",44.49436681,11.3417208,2,2,"neuroinvasiva"
2014-09-02,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"febbre"
2014-09-02,3,"Lombardia",45.46679409,9.190347404,2,2,"neuroinvasiva"
2014-09-09,8,"Emilia-Romagna",44.49436681,11.3417208,3,5,"neuroinvasiva"
2014-09-09,8,"Emilia-Romagna",44.49436681,11.3417208,2,3,"febbre"
2014-09-09,3,"Lombardia",45.46679409,9.190347404,1,3,"neuroinvasiva"
2014-09-09,5,"Veneto",45.43490485,12.33845213,1,1,"neuroinvasiva"
2014-09-17,8,"Emilia-Romagna",44.49436681,11.3417208,0,5,"neuroinvasiva"
2014-09-17,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-09-17,3,"Lombardia",45.46679409,9.190347404,2,5,"neuroinvasiva"
2014-09-17,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
2014-09-24,8,"Emilia-Romagna",44.49436681,11.3417208,0,5,"neuroinvasiva"
2014-09-24,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-09-24,3,"Lombardia",45.46679409,9.190347404,2,7,"neuroinvasiva"
2014-09-24,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
2014-10-01,8,"Emilia-Romagna",44.49436681,11.3417208,1,6,"neuroinvasiva"
2014-10-01,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-10-01,3,"Lombardia",45.46679409,9.190347404,2,9,"neuroinvasiva"
2014-10-01,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
2014-10-08,8,"Emilia-Romagna",44.49436681,11.3417208,0,6,"neuroinvasiva"
2014-10-08,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-10-08,3,"Lombardia",45.46679409,9.190347404,1,10,"neuroinvasiva"
2014-10-08,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
2014-10-15,8,"Emilia-Romagna",44.49436681,11.3417208,1,7,"neuroinvasiva"
2014-10-15,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-10-15,3,"Lombardia",45.46679409,9.190347404,3,13,"neuroinvasiva"
2014-10-15,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
2014-10-22,8,"Emilia-Romagna",44.49436681,11.3417208,0,7,"neuroinvasiva"
2014-10-22,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-10-22,3,"Lombardia",45.46679409,9.190347404,0,13,"neuroinvasiva"
2014-10-22,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
2014-10-29,8,"Emilia-Romagna",44.49436681,11.3417208,0,7,"neuroinvasiva"
2014-10-29,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-10-29,3,"Lombardia",45.46679409,9.190347404,0,13,"neuroinvasiva"
2014-10-29,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
2014-11-05,8,"Emilia-Romagna",44.49436681,11.3417208,0,7,"neuroinvasiva"
2014-11-05,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-11-05,3,"Lombardia",45.46679409,9.190347404,0,13,"neuroinvasiva"
2014-11-05,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
2014-11-12,8,"Emilia-Romagna",44.49436681,11.3417208,0,7,"neuroinvasiva"
2014-11-12,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-11-12,3,"Lombardia",45.46679409,9.190347404,0,13,"neuroinvasiva"
2014-11-12,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
2014-11-19,8,"Emilia-Romagna",44.49436681,11.3417208,0,7,"neuroinvasiva"
2014-11-19,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-11-19,3,"Lombardia",45.46679409,9.190347404,0,13,"neuroinvasiva"
2014-11-19,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
2014-11-26,8,"Emilia-Romagna",44.49436681,11.3417208,0,7,"neuroinvasiva"
2014-11-26,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-11-26,3,"Lombardia",45.46679409,9.190347404,0,13,"neuroinvasiva"
2014-11-26,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
