"data","codice_regione","denominazione_regione","lat","long","nuovi_casi","casi_totali","tipo_infezione"
2016-07-28,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"neuroinvasiva"
2016-09-01,8,"Emilia-Romagna",44.49436681,11.3417208,9,10,"neuroinvasiva"
2016-09-01,8,"Emilia-Romagna",44.49436681,11.3417208,4,4,"donatore_sangue"
2016-09-01,3,"Lombardia",45.46679409,9.190347404,1,1,"neuroinvasiva"
2016-09-01,3,"Lombardia",45.46679409,9.190347404,4,4,"donatore_sangue"
2016-09-01,5,"Veneto",45.43490485,12.33845213,2,2,"neuroinvasiva"
2016-09-01,5,"Veneto",45.43490485,12.33845213,5,5,"febbre"
2016-09-07,8,"Emilia-Romagna",44.49436681,11.3417208,6,16,"neuroinvasiva"
2016-09-07,8,"Emilia-Romagna",44.49436681,11.3417208,2,6,"donatore_sangue"
2016-09-07,3,"Lombardia",45.46679409,9.190347404,1,2,"neuroinvasiva"
2016-09-07,3,"Lombardia",45.46679409,9.190347404,0,4,"donatore_sangue"
2016-09-07,5,"Veneto",45.43490485,12.33845213,0,2,"neuroinvasiva"
2016-09-07,5,"Veneto",45.43490485,12.33845213,2,7,"febbre"
2016-09-14,8,"Emilia-Romagna",44.49436681,11.3417208,-1,15,"neuroinvasiva"
2016-09-14,8,"Emilia-Romagna",44.49436681,11.3417208,0,6,"donatore_sangue"
2016-09-14,8,"Emilia-Romagna",44.49436681,11.3417208,2,2,"febbre"
2016-09-14,3,"Lombardia",45.46679409,9.190347404,1,3,"neuroinvasiva"
2016-09-14,3,"Lombardia",45.46679409,9.190347404,3,7,"donatore_sangue"
2016-09-14,1,"Piemonte",45.0732745,7.680687483,1,1,"neuroinvasiva"
2016-09-14,5,"Veneto",45.43490485,12.33845213,0,2,"neuroinvasiva"
2016-09-14,5,"Veneto",45.43490485,12.33845213,1,1,"donatore_sangue"
2016-09-14,5,"Veneto",45.43490485,12.33845213,1,8,"febbre"
2016-09-21,8,"Emilia-Romagna",44.49436681,11.3417208,0,15,"neuroinvasiva"
2016-09-21,8,"Emilia-Romagna",44.49436681,11.3417208,3,9,"donatore_sangue"
2016-09-21,8,"Emilia-Romagna",44.49436681,11.3417208,0,2,"febbre"
2016-09-21,3,"Lombardia",45.46679409,9.190347404,0,3,"neuroinvasiva"
2016-09-21,3,"Lombardia",45.46679409,9.190347404,1,8,"donatore_sangue"
2016-09-21,1,"Piemonte",45.0732745,7.680687483,0,1,"neuroinvasiva"
2016-09-21,5,"Veneto",45.43490485,12.33845213,0,2,"neuroinvasiva"
2016-09-21,5,"Veneto",45.43490485,12.33845213,0,1,"donatore_sangue"
2016-09-21,5,"Veneto",45.43490485,12.33845213,1,9,"febbre"
2016-09-28,8,"Emilia-Romagna",44.49436681,11.3417208,3,18,"neuroinvasiva"
2016-09-28,8,"Emilia-Romagna",44.49436681,11.3417208,0,9,"donatore_sangue"
2016-09-28,8,"Emilia-Romagna",44.49436681,11.3417208,0,2,"febbre"
2016-09-28,3,"Lombardia",45.46679409,9.190347404,1,4,"neuroinvasiva"
2016-09-28,3,"Lombardia",45.46679409,9.190347404,0,8,"donatore_sangue"
2016-09-28,1,"Piemonte",45.0732745,7.680687483,0,1,"neuroinvasiva"
2016-09-28,19,"Sicilia",38.11569725,13.3623566999999,1,1,"neuroinvasiva"
2016-09-28,5,"Veneto",45.43490485,12.33845213,0,2,"neuroinvasiva"
2016-09-28,5,"Veneto",45.43490485,12.33845213,0,1,"donatore_sangue"
2016-09-28,5,"Veneto",45.43490485,12.33845213,2,11,"febbre"
