"Data","Nuovi casi","Deceduti","Dimessi_Guariti","Ricoverati"
2020-05-13,0,0,0,5
2020-05-14,0,0,0,5
2020-05-15,0,0,4,4
2020-05-16,0,0,1,3
2020-05-17,0,0,8,3
2020-05-18,0,0,1,2
2020-05-19,0,0,0,2
2020-05-20,0,0,7,2
2020-05-21,0,0,0,2
2020-05-22,0,0,0,2
2020-05-23,0,0,5,2
2020-05-24,0,0,0,2
2020-05-25,0,0,1,1
2020-05-26,0,0,1,1
2020-05-27,0,0,3,1
2020-05-28,0,0,0,1
2020-05-29,0,0,1,0
2020-05-30,0,0,1,0
2020-05-31,0,0,0,0
2020-06-01,0,0,0,0
2020-06-02,0,0,0,0
2020-06-03,0,0,1,0
2020-06-04,0,0,1,0
2020-06-05,0,0,1,0
2020-06-06,0,0,0,0
2020-06-07,0,0,0,0
2020-06-08,0,0,0,0
2020-06-09,0,0,0,0
2020-06-10,0,0,1,0
2020-06-11,0,0,1,0
2020-06-12,0,0,0,0
2020-06-13,0,0,0,0
2020-06-14,0,0,0,0
2020-06-15,0,0,0,0
2020-06-16,0,0,0,0
2020-06-17,0,0,0,0
2020-06-18,1,0,0,0
2020-06-19,0,0,0,0
2020-06-20,-1,0,0,0
2020-06-21,0,0,0,0
2020-06-22,0,0,0,0
2020-06-23,0,0,0,0
2020-06-24,0,0,0,0
2020-06-25,0,0,0,0
2020-06-26,0,0,0,0
2020-06-27,0,0,0,0
2020-06-28,1,0,0,0
2020-06-29,0,0,0,0
2020-06-30,0,0,0,0
2020-07-01,0,0,0,0
2020-07-02,0,0,0,0
2020-07-03,0,0,0,0
2020-07-04,0,0,0,0
2020-07-05,0,0,0,0
2020-07-06,0,0,0,0
2020-07-07,0,0,0,0
2020-07-08,0,0,0,0
2020-07-09,0,0,0,0
2020-07-10,1,0,0,0
2020-07-11,0,0,0,0
2020-07-12,1,0,0,0
2020-07-13,0,0,0,0
2020-07-14,0,0,0,0
2020-07-15,0,0,0,0
2020-07-16,0,0,1,0
2020-07-17,0,0,0,0
2020-07-18,0,0,0,0
2020-07-19,0,0,0,0
2020-07-20,0,0,0,0
2020-07-21,0,0,0,0
2020-07-22,0,0,0,0
2020-07-23,0,0,0,0
2020-07-24,0,0,0,0
2020-07-25,0,0,0,0
2020-07-26,0,0,0,0
2020-07-27,0,0,0,0
2020-07-28,0,0,0,0
2020-07-29,0,0,0,0
2020-07-30,0,0,0,0
2020-07-31,0,0,0,0
2020-08-01,0,0,0,0
2020-08-02,0,0,0,0
2020-08-03,0,0,0,0
2020-08-04,0,0,0,0
2020-08-05,0,0,0,0
2020-08-06,0,0,0,0
2020-08-07,1,0,0,0
2020-08-08,0,0,0,0
2020-08-09,0,0,1,0
2020-08-10,0,0,0,0
2020-08-11,0,0,0,0
2020-08-12,0,0,0,0
2020-08-13,2,0,0,0
2020-08-14,0,0,0,0
2020-08-15,0,0,0,0
2020-08-16,0,0,0,0
2020-08-17,2,0,0,0
2020-08-18,1,0,0,1
2020-08-19,0,0,0,1
2020-08-20,0,0,2,1
2020-08-21,0,0,0,1
2020-08-22,1,0,0,1
2020-08-23,0,0,0,1
2020-08-24,0,0,0,1
2020-08-25,0,0,0,1
2020-08-26,1,0,0,1
2020-08-27,0,0,0,1
2020-08-28,1,0,0,1
2020-08-29,0,0,0,1
2020-08-30,0,0,0,1
2020-08-31,3,0,0,1
2020-09-01,0,0,0,1
2020-09-02,0,0,0,1
2020-09-03,2,0,0,1
2020-09-04,4,0,0,1
2020-09-05,0,0,0,1
2020-09-06,0,0,0,1
2020-09-07,5,0,0,1
2020-09-08,0,0,0,1
2020-09-09,0,0,0,1
2020-09-10,0,0,0,1
2020-09-11,0,0,0,1
2020-09-12,0,0,0,0
2020-09-13,0,0,1,0
2020-09-14,0,0,0,0
2020-09-15,0,0,0,0
2020-09-16,0,0,0,0
2020-09-17,0,0,0,0
2020-09-18,0,0,0,0
2020-09-19,0,0,0,0
2020-09-20,0,0,0,0
2020-09-21,0,0,0,0
2020-09-22,0,0,0,0
2020-09-23,2,0,0,0
2020-09-24,1,0,0,0
2020-09-25,0,0,0,0
2020-09-26,0,0,0,0
2020-09-27,0,0,0,0
2020-09-28,0,0,0,0
2020-09-29,0,0,0,0
2020-09-30,0,0,0,0
2020-10-01,0,0,16,0
2020-10-02,0,0,0,0
2020-10-03,0,0,0,0
2020-10-04,2,0,0,0
2020-10-05,0,0,2,0
2020-10-06,1,0,2,0
2020-10-07,1,0,1,0
2020-10-08,2,0,2,0
2020-10-09,1,0,0,0
2020-10-10,1,0,0,0
2020-10-11,0,0,0,0
2020-10-12,0,0,0,0
2020-10-13,0,0,0,0
2020-10-14,0,0,0,0
2020-10-15,0,0,0,0
2020-10-16,0,0,0,0
2020-10-17,2,0,0,0
2020-10-18,2,0,0,0
2020-10-19,1,0,2,0
2020-10-20,9,0,0,0
2020-10-21,7,0,0,0
2020-10-22,0,0,1,0
2020-10-23,3,0,0,0
2020-10-24,14,0,0,0
2020-10-25,23,0,5,0
2020-10-26,5,0,7,0
2020-10-27,10,0,0,0
2020-10-28,3,0,0,0
2020-10-29,4,0,0,0
2020-10-30,2,0,0,0
2020-10-31,1,0,0,0
2020-11-01,9,0,0,0
2020-11-02,12,0,0,0
2020-11-03,19,0,0,2
2020-11-04,40,0,0,5
