"data","codice_regione","denominazione_regione","lat","long","nuovi_casi","casi_totali","tipo_infezione"
2012-09-27,6,"Friuli Venezia Giulia",45.6494354,13.76813649,2,2,"neuroinvasiva"
2012-09-27,20,"Sardegna",39.21531192,9.110616306,2,2,"neuroinvasiva"
2012-09-27,5,"Veneto",45.43490485,12.33845213,18,18,"neuroinvasiva"
2012-09-27,5,"Veneto",45.43490485,12.33845213,11,11,"febbre"
2012-10-04,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,2,"neuroinvasiva"
2012-10-04,20,"Sardegna",39.21531192,9.110616306,0,2,"neuroinvasiva"
2012-10-04,5,"Veneto",45.43490485,12.33845213,0,18,"neuroinvasiva"
2012-10-04,5,"Veneto",45.43490485,12.33845213,3,14,"febbre"
2012-10-10,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,2,"neuroinvasiva"
2012-10-10,20,"Sardegna",39.21531192,9.110616306,0,2,"neuroinvasiva"
2012-10-10,5,"Veneto",45.43490485,12.33845213,0,18,"neuroinvasiva"
2012-10-10,5,"Veneto",45.43490485,12.33845213,1,15,"febbre"
2012-10-17,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,2,"neuroinvasiva"
2012-10-17,20,"Sardegna",39.21531192,9.110616306,0,2,"neuroinvasiva"
2012-10-17,5,"Veneto",45.43490485,12.33845213,1,19,"neuroinvasiva"
2012-10-17,5,"Veneto",45.43490485,12.33845213,2,17,"febbre"
2012-10-24,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,2,"neuroinvasiva"
2012-10-24,20,"Sardegna",39.21531192,9.110616306,0,2,"neuroinvasiva"
2012-10-24,5,"Veneto",45.43490485,12.33845213,2,21,"neuroinvasiva"
2012-10-24,5,"Veneto",45.43490485,12.33845213,0,17,"febbre"
2012-10-31,17,"Basilicata",40.63947052,15.80514834,1,1,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",45.6494354,13.76813649,2,4,"neuroinvasiva"
2012-10-31,20,"Sardegna",39.21531192,9.110616306,0,2,"neuroinvasiva"
2012-10-31,5,"Veneto",45.43490485,12.33845213,0,21,"neuroinvasiva"
2012-10-31,5,"Veneto",45.43490485,12.33845213,0,17,"febbre"
2012-11-07,17,"Basilicata",40.63947052,15.80514834,0,1,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,4,"neuroinvasiva"
2012-11-07,20,"Sardegna",39.21531192,9.110616306,0,2,"neuroinvasiva"
2012-11-07,5,"Veneto",45.43490485,12.33845213,0,21,"neuroinvasiva"
2012-11-07,5,"Veneto",45.43490485,12.33845213,0,17,"febbre"
2012-11-14,17,"Basilicata",40.63947052,15.80514834,0,1,"neuroinvasiva"
2012-11-14,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,4,"neuroinvasiva"
2012-11-14,20,"Sardegna",39.21531192,9.110616306,0,2,"neuroinvasiva"
2012-11-14,5,"Veneto",45.43490485,12.33845213,0,21,"neuroinvasiva"
2012-11-14,5,"Veneto",45.43490485,12.33845213,0,17,"febbre"
2012-11-21,17,"Basilicata",40.63947052,15.80514834,0,1,"neuroinvasiva"
2012-11-21,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,4,"neuroinvasiva"
2012-11-21,20,"Sardegna",39.21531192,9.110616306,0,2,"neuroinvasiva"
2012-11-21,5,"Veneto",45.43490485,12.33845213,0,21,"neuroinvasiva"
2012-11-21,5,"Veneto",45.43490485,12.33845213,0,17,"febbre"
2012-11-28,17,"Basilicata",40.63947052,15.80514834,0,1,"neuroinvasiva"
2012-11-28,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,4,"neuroinvasiva"
2012-11-28,20,"Sardegna",39.21531192,9.110616306,0,2,"neuroinvasiva"
2012-11-28,5,"Veneto",45.43490485,12.33845213,0,21,"neuroinvasiva"
2012-11-28,5,"Veneto",45.43490485,12.33845213,0,17,"febbre"
2012-12-05,17,"Basilicata",40.63947052,15.80514834,0,1,"neuroinvasiva"
2012-12-05,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,4,"neuroinvasiva"
2012-12-05,20,"Sardegna",39.21531192,9.110616306,0,2,"neuroinvasiva"
2012-12-05,5,"Veneto",45.43490485,12.33845213,0,21,"neuroinvasiva"
2012-12-05,5,"Veneto",45.43490485,12.33845213,0,17,"febbre"
2012-12-12,17,"Basilicata",40.63947052,15.80514834,0,1,"neuroinvasiva"
2012-12-12,6,"Friuli Venezia Giulia",45.6494354,13.76813649,0,4,"neuroinvasiva"
2012-12-12,20,"Sardegna",39.21531192,9.110616306,0,2,"neuroinvasiva"
2012-12-12,5,"Veneto",45.43490485,12.33845213,0,21,"neuroinvasiva"
2012-12-12,5,"Veneto",45.43490485,12.33845213,0,17,"febbre"
2013-09-05,8,"Emilia-Romagna",44.49436681,11.3417208,12,12,"neuroinvasiva"
2013-09-05,8,"Emilia-Romagna",44.49436681,11.3417208,10,10,"febbre"
2013-09-05,3,"Lombardia",45.46679409,9.190347404,4,4,"neuroinvasiva"
2013-09-05,5,"Veneto",45.43490485,12.33845213,5,5,"neuroinvasiva"
2013-09-05,5,"Veneto",45.43490485,12.33845213,4,4,"febbre"
2013-09-12,8,"Emilia-Romagna",44.49436681,11.3417208,1,13,"neuroinvasiva"
2013-09-12,8,"Emilia-Romagna",44.49436681,11.3417208,0,10,"febbre"
2013-09-12,3,"Lombardia",45.46679409,9.190347404,0,4,"neuroinvasiva"
2013-09-12,5,"Veneto",45.43490485,12.33845213,1,6,"neuroinvasiva"
2013-09-12,5,"Veneto",45.43490485,12.33845213,5,9,"febbre"
2013-09-19,8,"Emilia-Romagna",44.49436681,11.3417208,0,13,"neuroinvasiva"
2013-09-19,8,"Emilia-Romagna",44.49436681,11.3417208,3,13,"febbre"
2013-09-19,3,"Lombardia",45.46679409,9.190347404,1,5,"neuroinvasiva"
2013-09-19,5,"Veneto",45.43490485,12.33845213,0,6,"neuroinvasiva"
2013-09-19,5,"Veneto",45.43490485,12.33845213,0,9,"febbre"
2013-09-26,8,"Emilia-Romagna",44.49436681,11.3417208,2,15,"neuroinvasiva"
2013-09-26,8,"Emilia-Romagna",44.49436681,11.3417208,2,15,"febbre"
2013-09-26,3,"Lombardia",45.46679409,9.190347404,2,7,"neuroinvasiva"
2013-09-26,3,"Lombardia",45.46679409,9.190347404,1,1,"febbre"
2013-09-26,5,"Veneto",45.43490485,12.33845213,5,11,"neuroinvasiva"
2013-09-26,5,"Veneto",45.43490485,12.33845213,2,11,"febbre"
2013-10-03,8,"Emilia-Romagna",44.49436681,11.3417208,1,16,"neuroinvasiva"
2013-10-03,8,"Emilia-Romagna",44.49436681,11.3417208,0,15,"febbre"
2013-10-03,3,"Lombardia",45.46679409,9.190347404,0,7,"neuroinvasiva"
2013-10-03,3,"Lombardia",45.46679409,9.190347404,0,1,"febbre"
2013-10-03,16,"Puglia",41.12559576,16.86736689,1,1,"neuroinvasiva"
2013-10-03,5,"Veneto",45.43490485,12.33845213,0,11,"neuroinvasiva"
2013-10-03,5,"Veneto",45.43490485,12.33845213,0,11,"febbre"
2013-10-10,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"neuroinvasiva"
2013-10-10,8,"Emilia-Romagna",44.49436681,11.3417208,1,16,"febbre"
2013-10-10,3,"Lombardia",45.46679409,9.190347404,2,9,"neuroinvasiva"
2013-10-10,3,"Lombardia",45.46679409,9.190347404,0,1,"febbre"
2013-10-10,16,"Puglia",41.12559576,16.86736689,0,1,"neuroinvasiva"
2013-10-10,5,"Veneto",45.43490485,12.33845213,0,11,"neuroinvasiva"
2013-10-10,5,"Veneto",45.43490485,12.33845213,1,12,"febbre"
2013-10-17,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"neuroinvasiva"
2013-10-17,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"febbre"
2013-10-17,3,"Lombardia",45.46679409,9.190347404,0,9,"neuroinvasiva"
2013-10-17,3,"Lombardia",45.46679409,9.190347404,0,1,"febbre"
2013-10-17,16,"Puglia",41.12559576,16.86736689,0,1,"neuroinvasiva"
2013-10-17,5,"Veneto",45.43490485,12.33845213,2,13,"neuroinvasiva"
2013-10-17,5,"Veneto",45.43490485,12.33845213,0,12,"febbre"
2013-10-24,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"neuroinvasiva"
2013-10-24,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"febbre"
2013-10-24,3,"Lombardia",45.46679409,9.190347404,0,9,"neuroinvasiva"
2013-10-24,3,"Lombardia",45.46679409,9.190347404,0,1,"febbre"
2013-10-24,16,"Puglia",41.12559576,16.86736689,0,1,"neuroinvasiva"
2013-10-24,5,"Veneto",45.43490485,12.33845213,0,13,"neuroinvasiva"
2013-10-24,5,"Veneto",45.43490485,12.33845213,0,12,"febbre"
2013-10-31,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"neuroinvasiva"
2013-10-31,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"febbre"
2013-10-31,3,"Lombardia",45.46679409,9.190347404,1,10,"neuroinvasiva"
2013-10-31,3,"Lombardia",45.46679409,9.190347404,0,1,"febbre"
2013-10-31,16,"Puglia",41.12559576,16.86736689,0,1,"neuroinvasiva"
2013-10-31,5,"Veneto",45.43490485,12.33845213,0,13,"neuroinvasiva"
2013-10-31,5,"Veneto",45.43490485,12.33845213,0,12,"febbre"
2013-11-07,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"neuroinvasiva"
2013-11-07,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"febbre"
2013-11-07,3,"Lombardia",45.46679409,9.190347404,0,10,"neuroinvasiva"
2013-11-07,3,"Lombardia",45.46679409,9.190347404,0,1,"febbre"
2013-11-07,16,"Puglia",41.12559576,16.86736689,0,1,"neuroinvasiva"
2013-11-07,5,"Veneto",45.43490485,12.33845213,0,13,"neuroinvasiva"
2013-11-07,5,"Veneto",45.43490485,12.33845213,0,12,"febbre"
2013-11-14,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"neuroinvasiva"
2013-11-14,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"febbre"
2013-11-14,3,"Lombardia",45.46679409,9.190347404,0,10,"neuroinvasiva"
2013-11-14,3,"Lombardia",45.46679409,9.190347404,0,1,"febbre"
2013-11-14,16,"Puglia",41.12559576,16.86736689,0,1,"neuroinvasiva"
2013-11-14,5,"Veneto",45.43490485,12.33845213,0,13,"neuroinvasiva"
2013-11-14,5,"Veneto",45.43490485,12.33845213,1,13,"febbre"
2013-11-21,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"neuroinvasiva"
2013-11-21,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"febbre"
2013-11-21,3,"Lombardia",45.46679409,9.190347404,0,10,"neuroinvasiva"
2013-11-21,3,"Lombardia",45.46679409,9.190347404,0,1,"febbre"
2013-11-21,16,"Puglia",41.12559576,16.86736689,0,1,"neuroinvasiva"
2013-11-21,5,"Veneto",45.43490485,12.33845213,0,13,"neuroinvasiva"
2013-11-21,5,"Veneto",45.43490485,12.33845213,0,13,"febbre"
2013-11-28,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"neuroinvasiva"
2013-11-28,8,"Emilia-Romagna",44.49436681,11.3417208,0,16,"febbre"
2013-11-28,3,"Lombardia",45.46679409,9.190347404,0,10,"neuroinvasiva"
2013-11-28,3,"Lombardia",45.46679409,9.190347404,0,1,"febbre"
2013-11-28,16,"Puglia",41.12559576,16.86736689,0,1,"neuroinvasiva"
2013-11-28,5,"Veneto",45.43490485,12.33845213,0,13,"neuroinvasiva"
2013-11-28,5,"Veneto",45.43490485,12.33845213,0,13,"febbre"
2014-09-02,8,"Emilia-Romagna",44.49436681,11.3417208,2,2,"neuroinvasiva"
2014-09-02,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"febbre"
2014-09-02,3,"Lombardia",45.46679409,9.190347404,2,2,"neuroinvasiva"
2014-09-09,8,"Emilia-Romagna",44.49436681,11.3417208,3,5,"neuroinvasiva"
2014-09-09,8,"Emilia-Romagna",44.49436681,11.3417208,2,3,"febbre"
2014-09-09,3,"Lombardia",45.46679409,9.190347404,1,3,"neuroinvasiva"
2014-09-09,5,"Veneto",45.43490485,12.33845213,1,1,"neuroinvasiva"
2014-09-17,8,"Emilia-Romagna",44.49436681,11.3417208,0,5,"neuroinvasiva"
2014-09-17,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-09-17,3,"Lombardia",45.46679409,9.190347404,2,5,"neuroinvasiva"
2014-09-17,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
2014-09-24,8,"Emilia-Romagna",44.49436681,11.3417208,0,5,"neuroinvasiva"
2014-09-24,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"febbre"
2014-09-24,3,"Lombardia",45.46679409,9.190347404,2,7,"neuroinvasiva"
